,avg_income_currency,avg_income_amount,AVG_INCOME_USD,country,rural_urban,remesa_currency,remesa_amount,REMESA_AMOUNT_USD,remesa_freq,REMESA_AMOUNT_REGPERMONTH,remittances_yn,remesa_amount_consent,avg_income_consent,pct_remit_towards_Foodpurchase,pct_remit_towards_Healthexpenses(medicines/medicalconsultation),"pct_remit_towards_ExpensesrelatedtoCOVID-19(protectionsupplies,medicalconsultation,medicines)",pct_remit_towards_Educationexpenses,"pct_remit_towards_Paymentofservices(water,electricity,cable,internet,communication)",pct_remit_towards_Clothesandshoes,pct_remit_towards_Housing(constructionorrepair),pct_remit_towards_Housingrentalfee,pct_remit_towards_Homepurchasefee,pct_remit_towards_Purchaseofagriculturalinputs,pct_remit_towards_Business(trade),pct_remit_towards_Saving,pct_remit_towards_Paymentofcommitmentsofmembersresidingabroad,pct_remit_towards_Paymentofthesender'straveldebt,pct_remit_towards_Paymentofotherdebts,pct_remit_towards_Other
263,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
264,1.0,400.0,400.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
265,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
266,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
267,1.0,80.0,80.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
268,3.0,364.0,14.924,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
269,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
270,3.0,364.0,14.924,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
271,3.0,364.0,14.924,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
272,3.0,325.0,13.325,GT,2,3.0,325.0,13.325,2.0,26.65,1,1.0,1,40.0,35.0,,,,25.0,,,,,,,,,,
273,1.0,120.0,120.0,SLV,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,40.0,50.0,,,10.0,,,,,,,,,,,
274,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
275,1.0,200.0,200.0,SLV,1,1.0,100.0,100.0,6.0,16.666666666666668,1,1.0,1,80.0,10.0,,,10.0,,,,,,,,,,,
276,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
277,1.0,80.0,80.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
278,1.0,150.0,150.0,SLV,2,1.0,50.0,50.0,6.0,8.333333333333334,1,1.0,1,75.0,25.0,,,,,,,,,,,,,,
279,1.0,350.0,350.0,SLV,2,1.0,150.0,150.0,3.0,150.0,1,1.0,1,50.0,,,,,50.0,,,,,,,,,,
280,1.0,150.0,150.0,SLV,2,1.0,50.0,50.0,4.0,25.0,1,1.0,1,50.0,,,,50.0,,,,,,,,,,,
281,3.0,195.0,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
282,3.0,58.5,2.3985000000000003,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
283,3.0,65.0,2.665,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
284,3.0,130.0,5.33,GT,1,3.0,390.0,15.99,5.0,5.33,1,1.0,1,75.0,25.0,,,,,,,,,,,,,,
285,3.0,325.0,13.325,GT,1,3.0,650.0,26.65,4.0,13.325,1,1.0,1,,,,,,,,,75.0,,,,,,25.0,
286,3.0,195.0,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
287,3.0,78.0,3.198,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
288,3.0,52.0,2.132,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
289,3.0,78.0,3.198,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
290,3.0,156.0,6.396,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
291,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
292,,,,SLV,2,,,,4.0,,1,0.0,0,35.0,50.0,,,15.0,,,,,,,,,,,
293,1.0,400.0,400.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
294,1.0,150.0,150.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
295,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
296,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
297,,,,SLV,2,1.0,30.0,30.0,3.0,30.0,1,1.0,99,100.0,,,,,,,,,,,,,,,
298,1.0,400.0,400.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
299,1.0,800.0,800.0,SLV,2,1.0,600.0,600.0,3.0,600.0,1,1.0,1,20.0,70.0,,,10.0,,,,,,,,,,,
300,1.0,500.0,500.0,SLV,2,1.0,150.0,150.0,4.0,75.0,1,1.0,1,,,,,100.0,,,,,,,,,,,
301,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
302,1.0,300.0,300.0,SLV,2,1.0,100.0,100.0,3.0,100.0,1,1.0,1,,,,50.0,50.0,,,,,,,,,,,
303,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
304,3.0,325.0,13.325,GT,2,3.0,195.0,7.995,3.0,7.995,1,1.0,1,,,,100.0,,,,,,,,,,,,
305,3.0,182.0,7.462000000000001,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
306,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
307,3.0,156.0,6.396,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
308,3.0,104.0,4.264,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
309,3.0,390.0,15.99,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
310,,,,GT,2,,,,,,99,,99,,,,,,,,,,,,,,,,
311,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
312,3.0,130.0,5.33,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
313,3.0,130.0,5.33,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
314,3.0,325.0,13.325,GT,2,3.0,260.0,10.66,3.0,10.66,1,1.0,1,75.0,,,25.0,,,,,,,,,,,,
315,3.0,390.0,15.99,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
316,3.0,390.0,15.99,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
317,3.0,1950.0,79.95,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
318,3.0,325.0,13.325,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
319,3.0,221.0,9.061,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
320,3.0,195.0,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
321,3.0,195.0,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
322,3.0,390.0,15.99,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
323,2.0,61.5,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
324,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
325,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
326,,,,GT,1,3.0,260.0,10.66,2.0,21.32,1,1.0,0,50.0,,50.0,,,,,,,,,,,,,
327,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
328,3.0,195.0,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
329,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
330,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
331,,,,GT,1,,,,3.0,,1,0.0,0,,,,,,,,,,,,,,0.0,,
332,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
333,3.0,780.0,31.98,GT,1,3.0,520.0,21.32,2.0,42.64,1,1.0,1,,,,,,,,,,,,,,100.0,,
334,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
335,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
336,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
337,,,,HND,2,1.0,100.0,100.0,2.0,200.0,1,1.0,0,50.0,25.0,25.0,,,,,,,,,,,,,
338,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
339,2.0,205.0,26.65,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
340,3.0,156.0,6.396,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
341,3.0,104.0,4.264,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
342,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
343,3.0,325.0,13.325,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
344,3.0,520.0,21.32,GT,1,3.0,195.0,7.995,4.0,3.9975,1,1.0,1,70.0,20.0,,,,10.0,,,,,,,,,,
345,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
346,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
347,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
348,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
349,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
350,,,,GT,1,3.0,208.0,8.528,4.0,4.264,1,1.0,99,50.0,25.0,,,,,25.0,,,,,,,,,
351,3.0,117.0,4.797000000000001,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
352,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
353,3.0,1560.0,63.96,GT,1,3.0,325.0,13.325,1.0,57.2975,1,1.0,1,,,,,,,100.0,,,,,,,,,
354,2.0,328.0,42.64,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
355,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
356,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
357,2.0,164.0,21.32,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
358,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
359,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
360,,,,HND,2,,,,4.0,,1,99.0,0,80.0,20.0,,,,,,,,,,,,,,
361,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
362,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
363,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
364,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
365,2.0,41.0,5.33,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
366,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
367,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
368,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
369,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
370,1.0,40.0,40.0,SLV,1,1.0,135.0,135.0,9.0,,1,1.0,1,,,,,,,,,,,100.0,,,,,
371,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
372,1.0,100.0,100.0,SLV,1,1.0,50.0,50.0,8.0,,1,1.0,1,70.0,,,,30.0,,,,,,,,,,,
373,1.0,500.0,500.0,SLV,1,1.0,500.0,500.0,3.0,500.0,1,1.0,1,80.0,,,,20.0,,,,,,,,,,,
374,1.0,80.0,80.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
375,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
376,1.0,60.0,60.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
377,1.0,130.0,130.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
378,1.0,175.0,175.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
379,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
380,1.0,250.0,250.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
381,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
382,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
383,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
384,,,,SLV,1,,,,8.0,,1,0.0,0,100.0,,,,,,,,,,,,,,,
385,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
386,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
387,1.0,75.0,75.0,SLV,1,,,,5.0,,1,,1,,,,,,,,,,,,,,,,
388,1.0,100.0,100.0,SLV,1,,,,3.0,,1,0.0,1,50.0,30.0,20.0,,,,,,,,,,,,,
389,1.0,200.0,200.0,SLV,1,,,,3.0,,1,0.0,1,30.0,50.0,,,20.0,,,,,,,,,,,
390,,,,SLV,1,,,,,,99,,0,,,,,,,,,,,,,,,,
391,1.0,400.0,400.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
392,1.0,300.0,300.0,SLV,1,1.0,300.0,300.0,2.0,600.0,1,1.0,1,50.0,20.0,,,30.0,,,,,,,,,,,
393,,,,SLV,1,1.0,200.0,200.0,6.0,33.333333333333336,1,1.0,0,,100.0,,,,,,,,,,,,,,
394,1.0,300.0,300.0,SLV,1,1.0,75.0,75.0,6.0,12.5,1,1.0,1,,,,,,,100.0,,,,,,,,,
395,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
396,1.0,80.0,80.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
397,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
398,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
399,1.0,400.0,400.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
400,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
401,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
402,1.0,600.0,600.0,SLV,2,,,,3.0,,1,0.0,1,50.0,25.0,,,25.0,,,,,,,,,,,
403,,,,SLV,2,,,,3.0,,1,0.0,99,100.0,,,,,,,,,,,,,,,
404,1.0,600.0,600.0,SLV,2,,,,3.0,,1,99.0,1,,,,,,,,,,,,,,,,
405,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
406,1.0,280.0,280.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
407,1.0,600.0,600.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
408,1.0,650.0,650.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
409,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
410,1.0,500.0,500.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
411,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
412,1.0,570.0,570.0,SLV,2,,,,7.0,,1,0.0,1,100.0,,,,,,,,,,,,,,,
413,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
414,,,,SLV,2,1.0,100.0,100.0,8.0,,1,1.0,0,100.0,,,,,,,,,,,,,,,
415,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
416,1.0,700.0,700.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
417,1.0,1500.0,1500.0,SLV,2,1.0,50.0,50.0,6.0,8.333333333333334,1,1.0,1,50.0,10.0,,,,,,,,,,,,,,40.0
418,1.0,700.0,700.0,SLV,2,,,,6.0,,1,,1,,,,,,,,,,,,,,,,
419,1.0,800.0,800.0,SLV,2,1.0,400.0,400.0,3.0,400.0,1,1.0,1,50.0,,,,25.0,,,25.0,,,,,,,,
420,1.0,800.0,800.0,SLV,2,1.0,300.0,300.0,5.0,100.0,1,1.0,1,80.0,,,,20.0,,,,,,,,,,,
421,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
422,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
423,,,,SLV,1,,,,8.0,,1,0.0,99,75.0,,,,25.0,,,,,,,,,,,
424,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
425,1.0,300.0,300.0,SLV,1,1.0,100.0,100.0,5.0,33.333333333333336,1,1.0,1,70.0,,,,30.0,,,,,,,,,,,
426,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
427,,,,SLV,1,1.0,50.0,50.0,8.0,,1,1.0,0,60.0,,,,30.0,10.0,,,,,,,,,,
428,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
429,,,,SLV,1,1.0,100.0,100.0,3.0,100.0,1,1.0,99,80.0,,,,20.0,,,,,,,,,,,
430,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
431,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
432,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
433,1.0,350.0,350.0,SLV,1,1.0,170.0,170.0,2.0,340.0,1,1.0,1,75.0,,,,25.0,,,,,,,,,,,
434,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
435,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
436,1.0,100.0,100.0,SLV,1,1.0,50.0,50.0,6.0,8.333333333333334,1,1.0,1,100.0,,,,,,,,,,,,,,,
437,1.0,300.0,300.0,SLV,2,,,,6.0,,1,0.0,1,,,,,,,,,,,,,,,,100.0
438,1.0,200.0,200.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
439,1.0,500.0,500.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
440,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
441,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
442,1.0,70.0,70.0,SLV,2,1.0,50.0,50.0,8.0,,1,1.0,1,100.0,,,,,,,,,,,,,,,
443,1.0,400.0,400.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
444,1.0,70.0,70.0,SLV,2,1.0,100.0,100.0,7.0,8.333333333333334,1,1.0,1,100.0,,,,,,,,,,,,,,,
445,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
446,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
447,1.0,400.0,400.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
448,1.0,150.0,150.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
449,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
450,1.0,650.0,650.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
451,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
452,1.0,270.0,270.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
453,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
454,,,,SLV,1,,,,3.0,,1,0.0,0,50.0,50.0,,,,,,,,,,,,,,
455,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
456,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
457,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
458,1.0,200.0,200.0,SLV,1,1.0,200.0,200.0,3.0,200.0,1,1.0,1,80.0,,,,20.0,,,,,,,,,,,
459,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
460,,,,SLV,1,,,,3.0,,1,0.0,0,60.0,20.0,,,20.0,,,,,,,,,,,
461,1.0,350.0,350.0,SLV,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,80.0,10.0,,,10.0,,,,,,,,,,,
462,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
463,1.0,200.0,200.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
464,1.0,350.0,350.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
465,1.0,350.0,350.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
466,,,,SLV,2,1.0,50.0,50.0,5.0,16.666666666666668,1,1.0,99,100.0,,,,,,,,,,,,,,,
467,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
468,1.0,125.0,125.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
469,1.0,350.0,350.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
470,1.0,250.0,250.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
471,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
472,1.0,200.0,200.0,SLV,2,1.0,50.0,50.0,6.0,8.333333333333334,1,1.0,1,100.0,,,,,,,,,,,,,,,
473,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
474,1.0,400.0,400.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
475,1.0,150.0,150.0,SLV,2,1.0,150.0,150.0,3.0,150.0,1,1.0,1,40.0,30.0,,,30.0,,,,,,,,,,,
476,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
477,1.0,300.0,300.0,SLV,1,1.0,200.0,200.0,3.0,200.0,1,1.0,1,50.0,25.0,,,25.0,,,,,,,,,,,
478,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
479,1.0,125.0,125.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
480,1.0,180.0,180.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
481,1.0,400.0,400.0,SLV,2,1.0,100.0,100.0,5.0,33.333333333333336,1,1.0,1,50.0,,,,50.0,,,,,,,,,,,
482,1.0,200.0,200.0,SLV,1,1.0,100.0,100.0,4.0,50.0,1,1.0,1,50.0,50.0,,,,,,,,,,,,,,
483,1.0,500.0,500.0,SLV,2,1.0,300.0,300.0,5.0,100.0,1,1.0,1,75.0,,,,25.0,,,,,,,,,,,
484,1.0,30.0,30.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
485,1.0,400.0,400.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
486,,,,SLV,2,1.0,150.0,150.0,3.0,150.0,1,1.0,99,25.0,75.0,,,,,,,,,,,,,,
487,,,,SLV,1,1.0,190.0,190.0,3.0,190.0,1,1.0,99,,100.0,,,,,,,,,,,,,,
488,1.0,100.0,100.0,SLV,1,1.0,600.0,600.0,6.0,100.0,1,1.0,1,,100.0,,,,,,,,,,,,,,
489,1.0,350.0,350.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
490,1.0,600.0,600.0,SLV,2,,,,6.0,,1,99.0,1,,60.0,,,40.0,,,,,,,,,,,
491,1.0,300.0,300.0,SLV,2,1.0,250.0,250.0,3.0,250.0,1,1.0,1,100.0,100.0,,,50.0,,,,,,,,,,,
492,1.0,350.0,350.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
493,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
494,1.0,200.0,200.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
495,1.0,400.0,400.0,SLV,2,,,,8.0,,1,99.0,1,100.0,,,,,,,,,,,,,,,
496,1.0,200.0,200.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
497,1.0,400.0,400.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
498,1.0,350.0,350.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
499,1.0,450.0,450.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
500,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
501,1.0,100.0,100.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
502,1.0,300.0,300.0,SLV,2,1.0,200.0,200.0,8.0,,1,1.0,1,,,,,,,,,,,,,,,,
503,1.0,100.0,100.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
504,1.0,150.0,150.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
505,1.0,200.0,200.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
506,1.0,1200.0,1200.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
507,1.0,60.0,60.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
508,1.0,650.0,650.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
509,1.0,300.0,300.0,SLV,2,1.0,50.0,50.0,6.0,8.333333333333334,1,1.0,1,80.0,,,,20.0,,,,,,,,,,,
510,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
511,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
512,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
513,,,,SLV,2,,,,,,99,,99,,,,,,,,,,,,,,,,
514,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
515,1.0,240.0,240.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
516,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
517,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
518,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
519,1.0,250.0,250.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
520,1.0,100.0,100.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
521,1.0,360.0,360.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
522,,,,SLV,2,1.0,75.0,75.0,3.0,75.0,1,1.0,0,50.0,,,,50.0,,,,,,,,,,,
523,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
524,,,,SLV,2,,,,,,99,,0,,,,,,,,,,,,,,,,
525,,,,SLV,2,,,,,,99,,99,,,,,,,,,,,,,,,,
526,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
527,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
528,1.0,800.0,800.0,SLV,2,,,,3.0,,1,99.0,1,50.0,25.0,,,25.0,,,,,,,,,,,
529,1.0,50.0,50.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
530,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
531,,,,SLV,2,,,,3.0,,1,99.0,99,,,,,100.0,,,,,,,,,,,
532,,,,SLV,2,,,,7.0,,1,99.0,0,90.0,10.0,,,,,,,,,,,,,,
533,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
534,2.0,410.0,53.3,HND,2,2.0,492.0,63.96,3.0,63.96,1,1.0,1,50.0,,,40.0,10.0,,,,,,,,,,,
535,2.0,779.0,101.27,HND,2,2.0,246.0,31.98,3.0,31.98,1,1.0,1,,,,,,,,,,,,,,,,
536,2.0,410.0,53.3,HND,1,2.0,328.0,42.64,3.0,42.64,1,1.0,1,50.0,,,30.0,,20.0,,,,,,,,,,
537,,,,HND,1,,,,3.0,,1,0.0,99,,,,,,,,,,,,,,,,
538,2.0,410.0,53.3,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
539,2.0,656.0,85.28,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
540,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
541,3.0,78.0,3.198,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
